borough,Felony,Misdemeanor,Violation
Bronx,0.33027813543490225,0.4330169556466785,-0.7632950910815892
Brooklyn,0.4059844420673926,-1.8185246404645596,1.4125401983971642
Manhattan,-1.2544289452532098,2.246020794391754,-0.9915918491385577
Queens,0.43075319294243286,-0.5086804484286489,0.07792725548620649
Staten Island,-0.15561609162387668,1.4276730854226045,-1.272056993798724
