borough,Felony,Misdemeanor,Violation
Bronx,39.94629795376686,59.46730039196321,0.58640165426993
Brooklyn,40.02200426039935,57.21575879585197,2.7622369437486833
Manhattan,38.36159087307875,61.28030423070828,0.3581048962129615
Queens,40.04677301127439,58.52560298788788,1.4276240008377257
Staten Island,39.46040372670808,60.46195652173913,0.07763975155279502
